HEALTH_PROTOCOL_TYPE_IDENT,ALARM_PROTOCOL_CODE,ALARM_PROTOCOL_IDENT,DESCRIPTION,LOCALIZED_DESCRIPTION,SEVERITY,ACTIVE,NAME,EXPRESSION,SEVERITY_LEVEL,CREATED_TIMESTAMP,CREATED_LOGIN_NAME,LAST_UPDATED_TIMESTAMP,LAST_UPDATED_LOGIN_NAME,ALIAS,MUTE,IGNORE_ALARM_RULE,CAN_MERGE_ALARM,MERGE_ALARM_TIME,HAS_MIN_DURATION,MIN_DURATION,IGNORE_ALARM_RULE_SEVERITIES,CAN_FILTER_VIRTUAL_ALARM,FILTER_VIRTUAL_ALARM_TIME
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5405-3,10247,Trolley Vehicle Speed Lower Limit,NULL,I,Y,Trolley Vehicle Speed Lower Limit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5406-0,10248,CB401 Closing Fault,NULL,A,Y,CB401 Closing Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5406-1,10249,CB401 Opening Fault,NULL,A,Y,CB401 Opening Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5406-2,10250,CB401 Drive Circuit Closing Fault,NULL,A,Y,CB401 Drive Circuit Closing Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5406-3,10251,CB401 Drive Circuit Opening Fault,NULL,A,Y,CB401 Drive Circuit Opening Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5407-0,10252,CTT401 or CTT402 Fault,NULL,A,Y,CTT401 or CTT402 Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5409-0,10253,CTT502 Fault,NULL,A,Y,CTT502 Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5412-0,10254,Trolley Inhibit Request,NULL,I,Y,Trolley Inhibit Request,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5412-1,10255,Trolley SW ON When Body Up,NULL,A,Y,Trolley SW ON When Body Up,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5412-5,10256,Trolley Retard Pedal ON,NULL,I,Y,Trolley Retard Pedal ON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5413-0,10257,Pantograph Up Fault,NULL,A,Y,Pantograph Up Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5413-1,10258,Pantograph Down Fault 1,NULL,A,Y,Pantograph Down Fault 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5414-0,10259,Pantograph Down Fault 2,NULL,I,Y,Pantograph Down Fault 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5417-0,10260,Pantograph Lock Fault,NULL,A,Y,Pantograph Lock Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5418-0,10261,Trolley Heater Circuit Closing Fault,NULL,A,Y,Trolley Heater Circuit Closing Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5418-1,10262,Trolley Heater Circuit Opening Fault,NULL,A,Y,Trolley Heater Circuit Opening Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5418-2,10263,Trolley Heater Fault,NULL,A,Y,Trolley Heater Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5418-15,10264,Trolley Box Temperature Sensor Fault,NULL,A,Y,Trolley Box Temperature Sensor Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5418-16,10265,Trolley Box Temperature Fault,NULL,A,Y,Trolley Box Temperature Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5419-15,10266,Trolley Reactor Temperature Sensor Fault,NULL,A,Y,Trolley Reactor Temperature Sensor Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5419-17,10267,Trolley Reactor Temperature Fault 1,NULL,A,Y,Trolley Reactor Temperature Fault 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5419-16,10268,Trolley Reactor Temperature Fault 2,NULL,A,Y,Trolley Reactor Temperature Fault 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5421-0,10269,Trolley Overvoltage,NULL,A,Y,Trolley Overvoltage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5421-15,10270,Trolley Undervoltage 1,NULL,A,Y,Trolley Undervoltage 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5421-1,10271,Trolley Undervoltage 2,NULL,A,Y,Trolley Undervoltage 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5421-17,10272,Trolley High Voltage,NULL,A,Y,Trolley High Voltage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5422-16,10273,Trolley Current Sensor Fault,NULL,A,Y,Trolley Current Sensor Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5422-0,10274,Trolley Reactor Overload,NULL,A,Y,Trolley Reactor Overload,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,7401-7,10275,Valve close,NULL,I,Y,Valve close,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,10400-2,10276,Steer pressure sensor error,NULL,A,Y,Steer pressure sensor error,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,10400-18,10277,Steer pressure low,NULL,A,Y,Steer pressure low,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,10401-2,10278,Hydraulic oil temperature sensor error,NULL,I,Y,Hydraulic oil temperature sensor error,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,10401-16,10279,Hydraulic oil temperature high,NULL,W,Y,Hydraulic oil temperature high,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,11401-2,10280,Hoist lever error,NULL,I,Y,Hoist lever error,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,13400-2,10281,Reduction gear (L) pressure sensor error,NULL,I,Y,Reduction gear (L) pressure sensor error,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,13400-18,10282,Reduction gear (L) pressure low,NULL,A,Y,Reduction gear (L) pressure low,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,13401-2,10283,Reduction gear (R) pressure sensor error,NULL,I,Y,Reduction gear (R) pressure sensor error,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
